recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,timestamp_dev_responded,developer_response
87123504,english,"I wanted to like Star Renegades, but after a few playthroughs I cannot recommend it.

This game has great potential but suffers from being arbitrarily difficult in some areas (the last stage is particularly frustrating) and overly repetitive in others. The story is non-existent aside from a couple cutscenes, which is really unfortunate.

I enjoyed the turn-based fighting system and the ability to manipulate enemies' positions on the initiative order. The pixel art and animations are also pretty cool. However, these are the highlights in a game of otherwise uninspiring systems.

",1613859004,1613859004,False,0,0,0,0,True,False,False,76561198025652633,127,13,706,23,706,1613312855,1614270939.0,"Hello! Sorry, you feel this way about SR and that you find the game repetitive. Glad you're enjoying the turn-based combat system though. :) Your feedback is important to us and is taken into consideration for future improvements. Thank you for letting us know your thoughts!"
87122016,english,"Preface: I literally no-lifed this game for 4 days straight

[b] PROS [/b]
-Beautiful pixel art: The game makes it visually pleasing to watch all of the cool effects, especially the shadows adding a cool depth effect.
-Good combat system: I might be overrating this as this is my first turn based game outside of Pokemon but it feels amazing when you perfectly line up your moves, like chess.
-Music: It may like basic 8 bit music, but it fits the atmosphere of the game very well and hasn't sounded dull at all in my 6 (as of now) 4 hour long playthroughs.

[b] CONS[/b]
-Dialogue: I may be a story hog but after beating the game twice, the dialogue started to rub on my nerves. Seeing ""MOTHER SAVE ME"" for the 20th time became comical.
-Fast Forward Effect: The weird screen compress/static effect is an eye strainer, maybe add in a reduced motion one for the people who could be sensitive to this?
-Bugs: I got a game breaking bug on my 5th playthrough where when I opened steam overlay during the load screen after choosing difficulty, the game froze, unfroze but I had no characters and the enemies would infinitely shoot at nothing. Restarting the game didn't fix anything so I had to abandon the run. At least it happened at the start and not the end D:

[b] NEUTRAL [/b]
-Combos: Some are good, others are meh which makes you prioritize certain relationships giving you less choice (unless you want a meh combo)
-Long playthroughs: It took me about 5 hours my first time, then down to 3 on easy and now 4 on average. If you have a whole day to spare you can grind it out, but if you are someone with only an hour a day or so it will take you a while to beat a run. Personally I don't mind even though I came from playing Hades which is usually sub 30 min for a run.

Overall 8/10, I bought it on sale for $20 but at full price I would buy it too. Its a fun game when you want a break from all of the multiplayer games.",1613857226,1613857272,True,2,0,0.54356849193572998,0,True,False,False,76561198165460436,49,4,1798,1798,1401,1614303228,,
87110973,french,.,1613844536,1613844536,True,0,0,0,0,True,False,False,76561198206042057,43,2,6232,3112,4779,1614430500,,
87094329,english,"Star Renegades is a well-crafted and engaging entry into the ""roguelite rpg"" genre that makes good use of borrowed ideas while also shining on its own innovations.

Pros:
 - The combat system is excellent. Turn based games often have mechanics for changing turn order, but Renegades does an amazing job of making turn order and enemy management engaging and satisfying to interact with.
 - This game is pretty as heck, but I'm a sucker for good pixel art and that might not be to your taste. Characters are visually striking and very distinct from one another, behemoths look powerful and unique, even the enemy visual variety is noteworthy.
 - The animations are pretty crisp and clear, it's not often that you can't tell what someone is doing when they perform a move. As a sidenote, good sound design mixed with appropriately applied screen shake makes big hits feel great.
 - Your favorite character won't always be available for every run, and half your team is unpredictable, which forces a lot of experimentation and leads to really mastering the battle system and its nuances when your go-to strategy isn't possible. Smart ways to push players out of their comfort zones is always welcome.
 - Items feel strong and impactful, and the game lets you tool a bit with how often you see some, either more or less, which is nice when you are constantly expanding the item pool and want to control your odds a bit.

Cons:
 - Dialogue variety is weak. Some of the heart dialogues between characters are really amusing, and I overall dig the ""dark humour during end of the world"" approach most of them have, but more lines could really make the characters feel more alive. As it stands it feels more like an afterthought, despite being tied to one of the core party mechanics.
 - I absolutely love the progeny system, but I think it would feel better for players if they could use the new classes unlocked through it right away. It's really disappointing to unlock one and not have enough points to then buy it and use it. Buying class variants is fine the way it is though.
 - This game needs more planets and bosses. They're working on this, and I'm more than happy to be patient, but it definitely needs some enhanced variety to keep runs from feeling same-y once you get a groove going.
 - This is more a comment on the nature of roguelites, but I feel it strongly here when I hit my apex of strength pretty much just in time for the final boss and then the run is over. You don't get much time to really flex any end game power your party gets, since the last ""planet"" is over so fast.
 
The strengths of this game easily overshadow its faults for me, especially knowing that they are still adding free content, and I got easily sucked into this game's combat mechanics and tactical decision making. Addressing the cons is really just icing the cake, since the core of this game feels so good to me to interact with. If you're a fan of tough but satisfying tactical games, Star Renegades is a worthy addition to the roguelite rpg roster. 8.5/10",1613827116,1613827116,True,0,0,0,0,True,False,False,76561198018444610,350,2,1491,170,1320,1613837389,,
87089534,schinese,好,1613821705,1613821705,True,0,0,0,0,True,False,False,76561198100760339,116,18,890,890,686,1614232291,,
87077957,koreana,로봇 도트는 야스 그 자체다,1613806144,1613806144,True,0,0,0,0,True,False,False,76561198350640935,39,8,694,0,694,1612101953,,
87077377,koreana,"1회 이지 엔딩 보고 씀.

SRPG 로그라이크의 최고점. 스토리. 게임플레이 모두 만족

난이도 : 최상
(이지 끝까지 엔딩 본사람이 1프로임.. 닥던은 불합리한 랜덤과 반복이라면 이게임은 정말
머리 써야함.)

머리 써가면서 해야 할거임
캐릭 해금해가면서 좋은 아이템 주면서 해야 할거에요

클리어팁 :

결국 이 게임은 확정적인 크리티컬 공격을 얼마나 잘 활용해야 하는 게임임.
몇몇 아이템은 클리어의 필수적일거라 생각. (공격시 누적 공격력 상승)

후반부로 갈수록 실드를 어떻게 까냐가 관건.",1613805284,1613805823,True,0,0,0,0,True,False,False,76561198182397095,150,22,1809,1604,762,1614475624,,
87054544,english,Pretty basic game design no-no here. Why would you make such a great game then mess it up my making the last levels of progression screw the player over with how you can't use your level 9 camping reward unless you use it before an arbitrary timer that the player isn't made aware of?,1613773099,1613773099,False,3,0,0.493460178375244141,0,True,False,False,76561197967643101,933,49,1326,1326,1104,1613888390,,
87047296,english,Classic quality turn based rpg,1613764637,1613764637,True,0,0,0,0,True,False,False,76561198050873695,162,3,3844,3844,665,1614473652,,
87041419,english,"This game is definitely a spin on turn based combat, and the fact that it is a rogue like really make it replayable, the whole system is constantly being revised and improved, as well as expanded by the amazing dev team, definitely worth the money.",1613758217,1613758217,True,0,0,0,0,True,False,False,76561198133929492,114,5,2388,0,2388,1604546434,,
87036811,english,"There is nothing that makes me more horny about a game than a turn tracker, and this game has the best implementation of it I have ever seen.

",1613753404,1613753404,True,0,0,0.476190477609634399,0,True,False,False,76561198125588154,441,18,2934,2794,1800,1614466050,,
87030970,english,"mhm wow delicious, finally, some good fucking game",1613747466,1613747466,True,0,0,0.476190477609634399,0,True,False,False,76561198202243549,136,29,1395,1395,344,1614420307,,
86940108,english,Not much of a story but good game mechanics and a lot of replayability,1613638989,1613638989,True,0,0,0,0,True,False,False,76561198028360664,79,2,1334,1334,1170,1613802881,,
86922780,schinese,hao,1613615774,1613615774,True,0,0,0,0,True,False,False,76561198114743939,131,5,868,868,552,1613708087,,
86912370,brazilian,.,1613601320,1613601320,True,0,0,0,0,True,False,False,76561198074527636,144,13,1834,1834,816,1614432645,,
82838934,russian,"Я не рекомендую эту игру. сама игра интересная, все можете почитать в моем старом отзыве ниже. НО отношение разработчиков ужасно. C каждым патчем глюков, багов, называйте как угодно, появляется больше чем исправляется. Это ужасно: играть вроде бы можно, но тут способность неправильно по времени работает, там отображается не то, что должно быть на самом деле, а вот в один прекрасный момент ты можешь ходить по всей карте и брать любые вещи и так далее. И это в игре где все на этих способностях завязано и на временной шкале, и где каждая вещь это серьезное усиление. И когда играешь на высоких уровнях сложности как никогда важно чтобы все это работало правильно.
Это как дешевые вещи из китая. вроде работают то так криво что оно тебе и не надо. Этой игре нужен напильник, кувалда и много чего еще, а разработчикам совесть. Возможно со временем игра станет нормальной и доработанной, но на данный момент это не так. и я не уверен, что это изменится.

вот старый отзыв:
Привет, игра интересная. графика на любителя, я не люблю пиксель арт, но тут мне понравилось. если откинуть оформление отдаленно напоминает rencounter.
+плюсы:
Интересная боевка, интересные навыки.
юмор и реплики героев. вменяемый сюжет, мне зашло графическое оформление.
шрифты, иконки состояний и подобное выполнены в нормальной графике, так что глаза ломать не придется. удобный интерфейс. подробное обучение.
реиграбельность и увеличение сложности.
видно что разработчики трудятся, выходят новые обновы и исправляются ошибки
баг репорты отправлять относительно удобно и на них быстро реагируют.

-минусы:
разработчики выкатывают обновы не оттестировав их. так что будьте готовы словить фатальные баги и глюки, играя в последнюю версию. Конечно всегда можно поставить предыдущую версию игры через свойства- бета версии (на данный момент стабильная 1,1,0,9) и избежать этих проблем. Но само отношение непрятно: я купил игру чтобы играть, а не быть бета тестером.
- местами пикселизация не очень приятна, к примеру герои на карте и на иконках в меню отряда настолько мелкие и условные, что понять какой из этих кучек пикселей твой стрелок, а какой танк ну очень сложно. в целом не мешает.
- анимешность некоторых моментов. ушастый робот-гид-тамагочи с дикими эмодзи - все это на любителя.

Как итог:
мне игра понравилась. купил за полную стоимость когда увидел, что они выкатили обновление. к сожалению последняя версия нестабильная поэтому играю в предыдущую жду когда допилят. Советую брать ее по скидке, если таковые бывают. в отличие от предыдущего их проекта халкун 6 тут боевка намного интереснее.",1608577583,1613579954,False,1,0,0.525547444820404053,0,True,False,False,76561198067379925,42,11,9647,3137,7421,1614123303,,
86886849,french,"Great game! I hope there will be an expansion later where you can play more characters, like General Geddon!",1613574582,1613574582,True,0,0,0,0,True,False,False,76561198133506959,48,3,4071,1849,2699,1614397073,,
86885764,spanish,"Un apartado artístico de mucha calidad y una ambientación interesante bien hilada con la mecánica roguelike. A partir de aquí todo es puro tedio :(

Al principio parece que el juego va a ser muy interesante, te vas familiarizando con las variadas mecánicas y haces un primer run que probablemente no dure mucho. Cuando vas rejugándolo la pereza va creciendo. Tiene demasiadas mecánicas y submecánicas que ni están hiladas ni son divertidas:
- El combate no es malo al principio y las animaciones en él son muy llamativas. A las dos horas de partida ya estás haciendo peleas de 5 contra 6 en la que no sabes por donde empezar. La interfaz no es nada limpia y a veces hay tantas unidades en la pantalla que no eres capaz ni de clicar en la que quieres. 

- El inventario también acaba abrumando. Tienes que muchos elementos para tomar pocas decisiones de calidad.

- El mapa no aporta apenas nada. Es un pierde-tiempo total que, por lo menos, es bonito.

- Los campamentos... Acabas con 30 cartas de las que puedes jugar solo 3 o 4. 

En definitiva. Se les ha ido la mano las mecánicas. En vez de trabajar 2 o 3 sistemas con calidad e interés, el juego te escupe a la cara todo lo que han podido añadir. El resultado es un juego muy bonito en el que la mayor dificultad es superar la parálisis de decisión y la pereza absoluta de enfrentarse por enésima vez a lo mismo.",1613573670,1613573670,False,0,0,0,0,True,False,False,76561198019496492,287,26,422,422,422,1613573159,,
86879898,english,Grandia 1 or 2 essentially. That's not a bad thing but flaws are here.,1613568201,1613568201,True,0,0,0.39682537317276001,0,False,False,False,76561198071254502,109,35,9,0,9,1600900684,,
86871799,koreana,"매우 어려움까지 깨보고 평

1. 겜 재밌음 한 회차가 서너시간쯤 잡아먹는데 그게 금새 지나가는 타임머신임

2. 전투가 턴마다 제시되는 적들 공격을 아군 스킬로 밀건 밀고 막을건 막으면서 딜해가는 방식인데, 확 밀어서 다음턴까지 날려버릴 수 있지만 제약이 있어서 밀기만 하다가는 중요할때 못밀고 개쳐맞는 경우도 있어 나름 깊다

3. 운빨이 작용할만한 부분은 정예몹 내성 / 맵 배치 / 아이템 드랍 / 추가 인원 정도고 전투 시작하면 운빨이 없는 것도 좋다
내성 부분은 탱/딜/서폿으로 팀 꾸렸는데 첫행성에 정예몹이 내 딜러를 저격한듯한 내성 들고오면 짱날 수 있지만 정예몹을 꼭 다 잡아야 하는건 아니라서 피하는 동선을 짜면 해결되니 큰 문제는 아닐 것
추가 인원은 특성 찍으면 세마리 아니면 두마리중 하나 골라서 충원하는데 조졌다 싶게 나온 적은 없었음

4. 쉴드 시스템이 참 좋은데 전투가 시작되면 쉴드가 차있는 상태로 시작해서 적당히 맞아도 체력은 깎이지 않는다. 체력이 눈꼽만큼만 달아도 치명적이던 다른 턴제 로그라이크 겜들에서 한대도 안맞으려 몸 비틀어대던걸 생각해보면 쉴드 깎이고 채우고 하면서 치고박는 전투가 이뤄지는게 참 보기에 꽤 좋은 편

그외에도 후손이라면서 호감도로 언락되는 캐릭터들이라던가 회차마다 캐릭이 하나씩 밴되어서 조합 바꾸기를 유도한다던가 재밌는 요소가 많은 좋은 게임이므로 추천. 

조금 욕심내보자면 레벨업할때 정해진 스킬 하나만 배우는 대신 선택안이 있어서 유연하게 키울 수 있으면 좋을지도",1613560099,1613560234,True,0,0,0,0,True,False,False,76561198211061252,231,27,1752,1752,1752,1613555230,,
86865210,thai,"เกม Star Renegades เป็นเกมอาร์พีจีวางกลยุทธ์ผสมโร้คไลค์ เนื้อเรื่องไซไฟ
เนื้อเรื่องนั้นธรรมดาไม่ได้ลึกลับมาก เกมจะให้เราเดินทางไปตามดาวต่างๆ ในทุกดาวจะแบ่งเป็นโซนเล็กๆ เรามีเวลาวันละ 3 เทิร์นเพื่อไปยัง 3 โซนแล้วจบวัน และมีเวลาทั้งหมด 3 วันก่อนจะไปสู้กับบอสของดาว เราจะต้องตัดสินใจเองว่าจะไปโซนไหนบ้าง บางโซนช่วงกลางคืนจะมีแผนที่ลับด้วย

ระบบ Combat ทำออกมาได้สนุก การวาง Action ในแต่ละครั้งของ Timeline ต้องคิดให้ดี ศัตรูสามารถส่วนกลับรุนแรงได้ถ้า ถ้าวางแผนผิด
การขัดศัตรูในเกมนี้สำคัญมากแต่ก็ไม่สามารถทำได้ทุก Timeline

ความเป็นโร้คไลค์เมื่อทีมแพ้ เราจะต้องไปเริ่มใหม่ที่ดาวดวงแรก แต่จะได้คะแนนไปปลดล็อคตัวละครใหม่ๆ อาวุธ ไอเทม ขั้นสูงแต่เลเวทต่ำมาใช้ได้ฟรีและมีขายที่ร้านด้วยแบบสุ่ม

งานภาพและเสียงประกอบก็ทำออกมาได้ในระดับที่น่าพอ

เกมนี้เหมาะกับคนที่ชอบเกม RPG ยุคเก่าแต่ระบบสดใหม่ท้าทาย เน้นเกมเพลย์มากกว่าเนื้อเรื่อง แม้จะเป็นโร้คไลค์แต่ส่วนตัวเมื่อจบสักรอบก็ยากจะเล่นใหม่ 
ผู้พัฒนายังอัพเดทเรื่องๆล่าสุดมีดาวดวงใหม่ในรอบ 2 มีศัตรูกลุ่มใหม่ที่โหดร้ายและหินกว่าเดิม",1613552722,1613552722,True,0,0,0,0,True,False,False,76561198022247686,76,3,1570,0,1570,1609485073,,
86835437,koreana,타임머신인가..?,1613514342,1613514342,True,0,0,0,0,True,False,False,76561198088266838,374,32,1136,1136,549,1614109799,,
86809039,schinese,在switch上接触的这个游戏，玩了几十小时深深的沉迷其中，由于机能限制画面读取都差强人意。战旗过关类游戏，很杀时间，希望官方出更多的游戏玩法和支线。,1613489328,1613489328,True,0,0,0,0,True,False,False,76561198288800432,22,1,2265,2265,192,1614191253,,
86776506,english,"Short but sweet, great art and music",1613459235,1613459235,True,1,0,0,0,True,False,False,76561197970314173,166,30,1408,1408,788,1614373323,,
86746460,english,"the story is trash tbh, the animation is basic and definitely not worthy of being a released title with dlc thats over $10. the replay value is not to the tier of a worthwhile roguelite either.",1613424227,1613424227,False,1,5,0.368270695209503174,0,True,False,False,76561198330614855,132,7,34,34,34,1613417243,1613596628.0,Hello! I'm really sorry to hear about your experience. Thanks for trying SR out! I'm just a little confused about the paid DLC so far all of our content releases have been free. Thanks again for your feedback though. 
86726501,english,"Rouge type games are not normally my sorta thing , but this is a different story. The fighting system is great, reminds me a lot of Grandia 2 (one of the best fighting systems imho). Some people are put off by the pace of the game, but i like that you can save n put it down n pick back up whenever, btw the pixel art is just great!",1613405450,1613405450,True,0,0,0,0,True,False,False,76561198075916666,157,6,1455,1455,417,1614378350,,
86724642,french,la difficulté est quand même bien coriace,1613403982,1613403982,True,0,0,0,0,True,False,False,76561198285795152,13,1,5386,217,5386,1613403811,,
86719447,thai,สนุกมากครับ วิธีเล่นเข้าใจง่าย แต่เกมยากในระดับหนึ่งเลย ผมเล่นจบไป 1 รอบแล้ว การจัดทีม 3 ตัวแรกต้นเกมมีผลอย่างมากเลย เกมแทบจะกำหนดว่าต้องมีแท้ง 1 ตัว และตัวทำเกราะแตกอีก 1 ตัวเลย ไม่งั้นจบเกมไม่ได้เพราะบอกเกราะเยอะมาก ระบบการคำนวนต่างๆเกมจะคำนวนให้ดูก่อนเป็นส่วนใหญ่แล้วทำให้คนที่ไม่เก่งเรื่องการคำนวนต่างๆของระบบ Turn base สามารถเล่นได้ ที่ต้องฝึกจริงๆจะเปลี่ยนเรื่องการจัดลำดับการใช้สกิล กับทำยังไงให้ค่าบาเรียไม่หมดมากกว่า,1613399849,1613399849,True,0,0,0,0,True,False,False,76561198139302265,211,6,1427,1132,980,1613497464,,
86686830,schinese,真不戳,1613367653,1613367653,True,0,0,0,0,True,False,False,76561198842210637,160,5,674,369,674,1613354731,,
86642532,koreana,"단일 게임으로서 이처럼 많은 시스템이 한 번에 들어있는 게임은 처음 봅니다
그럼에도 하나하나의 시스템이 다 구별이 가능하기 때문에 굉장히 재밌습니다.
당장 생각 짚이는 정도만 하더라도

 - 기본적인 턴제 전투 시스템... 근데 공격 우선 순위를 끼얹은
 - 치명타 시스템, 그런데 운에 기반한 것이 아니라 상대보다 먼저 공격하면 치명타가 되는 것을 활용한 전략적 플레이
 - 적들의 공격 방식, 한 놈만 패는 거, 모두 다 패는 거, 보호, 감시, 표적 등등...
 - 아군의 공격 방식, 약공격, 일반공격, 연타공격, 강공격 등등...
 - 공격 방식에 따른 내성 및 취약 시스템
 - 쉴드, 아머, 체력의 세 단계의 체력 시스템 (가장 마음에 드는 것 중 하나입니다)
 - 출혈, 냉기, 이온화, 기절 등등 뭐가 있는지도 기억 안 나는 수많은 상태이상
 - 플레이어측 캐릭터간의 협동 공격
 - 그 협동 공격을 해방하기 위한 야영 시스템과 거기에 쓰이는 버프 및 친밀도 시스템
 - 각 플레이어에 적용되는 독특한 무기 및 장비
 - 그 장비의 언락과 업그레이드
 - 자신을 죽인 적이 승급해 다음 판에서 더 강력한 버전으로 만나는 시스템
 - 등등 당신의 머리를 곯게 만드는 수많은 시스템들

진짜 게임 하나에 이렇게 많은 시스템이 들어가도 될까 싶을 정도로 최고의 전략적 플레이를 즐길 수 있습니다. 이 와중에 운이 작용하는 요소는 이해할 수 있을 정도로 적은 편...인거 같습니다. 가끔 말도 안 되는 일이 있긴 하지만 그건 저만 그런 거로. 최소한 전투 중에는 운이 작용하는 요소는 거의 없다고 생각하면 됩니다.

추천합니다. 진짜 어려운데 재밌어요 ㅋㅋㅋㅋ",1613320485,1613320485,True,0,0,0,0,True,False,False,76561198050469666,1574,106,681,334,681,1613318868,,
86640885,dutch,Completed Entropy V Difficulty nough said,1613319147,1613319147,True,0,0,0,0,True,False,False,76561197992351589,59,1,7680,211,7640,1613329893,,
86628871,english,"Star Renegades capture the charm of JRPG tense combat and deep battle strategy. The beautiful pixel art styles and interesting character skills is very well done. Although the story is quite weak and didn't have too much interactions with the NPCs. 
It's recommended for those who enjoy a roguelite RPG mainly focused on combat and tactics. But if you're looking for an epic story RPG with details character emotions or a great villains it might be not suitable for you.",1613309638,1613309638,True,6,2,0.512637913227081299,0,True,False,False,76561197965322630,2612,123,561,0,561,1612107997,,
86543525,turkish,"Farklı evrenlerde karakterlerinizle ilerleyip, karşınıza çıkan düşmanlarla sıra tabanlı savaş sisteminde mücadele ettiğiniz bu rogue-lite oyunda; savaşları kazanmak için saldırı yeteneklerinize hakim olup, doğru komboları uygulamanız büyük önem arz ediyor. Siz savaşları kazanıp gelişim sağlarken, bir yandan da düşmanlarınız da gelişim gösterdiğinden, çatışmalara farklı bir taraftan bakmanın ve yeni stratejiler konusunda eli açık olmayı denemenin bu hususta faydasını görebilirsiniz.",1613222848,1613222848,True,4,0,0.570200562477111816,0,False,True,False,76561198068116100,2728,2154,161,8,127,1613729554,,
86541376,schinese,这个时间轴系统确实还可以吧，但是为什么会有这种多余拖沓的剧情。。再见,1613221066,1613221066,False,0,0,0.476190477609634399,0,True,False,False,76561197996038155,177,118,57,0,57,1613220845,,
86536221,koreana,"이쁘긴한데 직관성이 너무 구림 딱 jrpg식 상성속성 시스템
비슷한 비주얼의 게임들 생각하고 했다간 씹덕냄새나는 게임성에 어질어질해질듯",1613216074,1613216074,True,2,0,0.52173912525177002,0,True,False,False,76561198105024711,72,8,588,0,200,1613246785,,
86514080,english,Beautiful f'n game.,1613189637,1613189637,True,0,0,0.466666668653488159,0,True,False,False,76561197991651677,238,15,3590,2230,854,1614326884,,
75899968,english,"It's a game I'll recommend with the caveat that I hope they continue supporting it and flesh it out further. Right now it's flawed but worthwhile and could actually become something really good with (a lot) of polishing.

The biggest weakness of the game being the story by far. Every character has to crack an awful one-liner or be a caricature. None of your characters have any depth or personality beyond being cardboard cutouts used in attempt to sell a joke, which is a shame because the world and art design is almost begging for something a bit more serious. Levity is good, but when every character's a comedian it turns the world into a joke.

Other than that, the gameplay is solid if not a bit strict, something that could be fixed with some balance tweaks and support for other ways of building your team. If you can look past the story and some of the rough edges you'll have a fun time.

2/12/2021 Update

I'm changing this to a not recommend. I don't feel like the updates have fixed many of the core problems with the game and technically speaking the game is still riddled with bugs and issues. The fact that they're still supporting it is great, but unfortunately the game hasn't really evolved as much as I'd hope post-release.",1599992343,1613174100,False,0,0,0.528914093971252441,0,True,False,False,76561197978094806,701,19,633,0,633,1612859686,,
86501569,english,I am tired of giving this game second chances. It just isn't good and will only continue to get worse.,1613173533,1613173533,False,3,0,0.341169983148574829,2,True,False,False,76561198015918083,262,32,2519,0,2519,1613173370,,
76505084,english,"good.

also, several free content updates.",1600987683,1613152122,True,0,0,0,0,True,False,False,76561198042346948,449,23,2954,0,2435,1613196764,,
86454441,koreana,설명이 부실한거빼면 재미있음,1613121511,1613121511,True,0,0,0,0,True,False,False,76561198054120294,41,3,1164,174,634,1613821720,,
